index,productivity,quality,comparison,measure,rating,performance,evaluation,indicator,sleep_quality,quality_life,inequality,swb_measures,assessment,measurement,perception_quality,physiological_measures,performancebased,resilient_performance,performance_buildings,policy_performance
environment_work,,,0.0603075735270977,0.18318624794483185,0.11065802723169327,,0.10998842865228653,0.1107657328248024,0.1917869746685028,0.1572866141796112,0.14568619430065155,0.23061713576316833,0.05879358947277069,0.11612685769796371,0.05794478952884674,0.0993821769952774,0.10289316624403,,,0.09793402254581451
work_environment,,,0.0603075735270977,0.18318624794483185,0.2572729289531708,,0.10998842865228653,0.1107657328248024,0.1917869746685028,0.1572866141796112,0.14568619430065155,0.23061713576316833,0.08283274620771408,0.20564408600330353,0.05794478952884674,0.0993821769952774,0.10289316624403,,0.16274003684520721,0.09793402254581451
green_areas,0.09338409453630447,0.11436542123556137,0.07428307086229324,0.15957094728946686,,,0.11020917445421219,0.12851350009441376,0.09591886401176453,0.08866297453641891,0.16511908173561096,0.10469029098749161,0.11818486452102661,0.09028062969446182,0.19721722602844238,0.08397897332906723,,0.18452969193458557,0.07747448235750198,
humidity,0.1306544840335846,,0.10643041878938675,0.11400527507066727,0.24300552904605865,0.20030154287815094,0.09436680376529694,0.09480280429124832,,,,0.0594506673514843,,0.17496594786643982,0.06563418358564377,,0.15853901207447052,0.3043668270111084,,0.1352120041847229
personal_environmental,0.2446199357509613,0.23104508221149445,0.09574960917234421,0.16705702245235443,0.15094368159770966,0.0874909907579422,0.15121681988239288,0.1107657328248024,0.11947433650493622,0.1572866141796112,0.14568619430065155,0.23061713576316833,0.10142289847135544,0.11612685769796371,0.20664849877357483,0.16516909003257751,0.22708618640899658,0.12438562512397766,0.13175220787525177,0.07702137529850006
home_environment,0.051344942301511765,0.09875064343214035,0.07502491772174835,0.1205882877111435,0.210434690117836,0.09215134382247925,0.06410086899995804,0.1107657328248024,0.07820706814527512,0.1572866141796112,0.16304980218410492,0.23061713576316833,0.05879358947277069,0.11612685769796371,0.05794478952884674,0.0993821769952774,0.20733867585659027,,,0.06892813742160797
different_environments,,0.3138297498226166,0.06151964142918587,0.1205882877111435,0.23079025745391846,,0.11020917445421219,0.20869843661785126,0.09591886401176453,0.1572866141796112,0.14568619430065155,0.23061713576316833,0.0831417441368103,0.11612685769796371,0.21845366060733795,0.0993821769952774,0.10289316624403,0.1138555034995079,0.06801840662956238,0.1265893131494522
environment_specific,0.06317327916622162,0.23104508221149445,0.10053563117980957,0.1205882877111435,0.11065802723169327,0.14398598670959473,0.11020917445421219,0.1107657328248024,0.09591886401176453,0.1572866141796112,0.14568619430065155,0.23061713576316833,0.10142289847135544,0.11612685769796371,0.05794478952884674,0.0993821769952774,0.1511916071176529,0.09797167032957077,0.06281455606222153,0.07702137529850006
technological_environmental,,0.135786771774292,0.07452404499053955,0.16705702245235443,0.11065802723169327,0.21105609834194183,0.10962990671396255,0.1107657328248024,,0.1572866141796112,0.1630815863609314,0.23061713576316833,0.14475220441818237,0.11612685769796371,0.12529635429382324,0.13113097846508026,0.22708618640899658,0.12438562512397766,0.22448985278606415,0.06970463693141937
technologicalenvironmental,,0.135786771774292,0.1581946462392807,0.16705702245235443,0.11065802723169327,0.1278904527425766,0.10962990671396255,0.1107657328248024,,0.26033422350883484,0.1630815863609314,0.23061713576316833,0.14475220441818237,0.11612685769796371,0.12529635429382324,0.13113097846508026,0.22708618640899658,0.12438562512397766,0.22448985278606415,0.06970463693141937
human_environmental,0.24145008623600006,0.2638530433177948,0.11992133408784866,0.16705702245235443,0.24300552904605865,0.10892027616500854,0.23931573331356049,0.1107657328248024,0.0818357840180397,0.1572866141796112,0.14568619430065155,0.23061713576316833,0.06403043121099472,0.17496594786643982,0.2174319624900818,0.0993821769952774,0.22708618640899658,0.2226763367652893,0.18481242656707764,0.1352120041847229
retail_environment,,,0.0603075735270977,0.1205882877111435,0.11065802723169327,0.17075315117835999,,0.1107657328248024,0.10734887421131134,0.1572866141796112,0.14568619430065155,0.23061713576316833,0.05879358947277069,0.11612685769796371,0.06780831515789032,0.0993821769952774,0.13991621136665344,,0.2041257619857788,0.06892813742160797
environment_aspects,,0.23104508221149445,0.1911652535200119,0.1205882877111435,0.13163787126541138,,0.11020917445421219,0.1107657328248024,0.09591886401176453,0.1572866141796112,0.16514532268047333,0.23061713576316833,0.16717025637626648,0.1433047503232956,0.07795269787311554,0.0993821769952774,0.10289316624403,0.05114201083779335,,0.2163468897342682
greenery_sky,0.12043603509664536,0.0666024461388588,0.12526582181453705,0.0695977658033371,,,0.11020917445421219,0.07922741770744324,0.09591886401176453,0.08866297453641891,0.17894886434078217,,0.11818486452102661,0.07109643518924713,0.19721722602844238,0.08397897332906723,,0.07993447780609131,0.12382020056247711,0.16424565017223358
environmental_category,,0.05159679427742958,0.09382839500904083,0.16705702245235443,0.2597994804382324,0.07100936770439148,0.08292614668607712,0.1107657328248024,,0.20700456202030182,0.14568619430065155,0.23061713576316833,0.05879358947277069,0.11612685769796371,0.25011345744132996,0.0993821769952774,0.22708618640899658,0.12438562512397766,0.11362037062644958,0.0759899839758873
climate,0.12076885998249054,0.18836849927902222,,,,,,0.10429856181144714,,,,0.08347596973180771,,,,,,,,
environmental_factors,0.06654121726751328,,0.06151964142918587,0.16705702245235443,0.12682703137397766,0.07100936770439148,0.1131109744310379,0.1107657328248024,0.09591886401176453,0.1572866141796112,0.14568619430065155,0.26769667863845825,0.13125258684158325,0.19060161709785461,0.05794478952884674,0.0993821769952774,0.22708618640899658,0.1543276458978653,0.07747392356395721,0.13973765075206757
stagnant_air,0.11499592661857605,0.24271127581596375,0.06151964142918587,0.29701757431030273,,0.0702882930636406,0.11020917445421219,,0.09967653453350067,0.16358432173728943,0.07476874440908432,0.06684764474630356,0.08268614113330841,,0.10442992299795151,0.09410753846168518,,0.10365501791238785,,
environment_design,0.09015914052724838,0.0984029471874237,0.12921060621738434,0.1278163641691208,0.168624609708786,0.24755626916885376,0.24391694366931915,0.1107657328248024,0.09591886401176453,0.1572866141796112,0.14568619430065155,0.23061713576316833,0.13823792338371277,0.11612685769796371,0.11957712471485138,0.25267931818962097,0.10289316624403,,0.10373885184526443,0.09860292077064514
environment_physical,0.14723581075668335,0.23104508221149445,0.06469052284955978,0.1205882877111435,0.11065802723169327,,0.11020917445421219,0.1107657328248024,0.09591886401176453,0.1572866141796112,0.14568619430065155,0.23061713576316833,0.23520442843437195,0.11612685769796371,0.05794478952884674,0.0993821769952774,0.10289316624403,0.24259494245052338,,0.13448023796081543
overall_environmental,,0.08520723879337311,0.17327499389648438,0.16705702245235443,0.11065802723169327,0.07100936770439148,0.24839718639850616,0.1107657328248024,0.0835169330239296,0.1572866141796112,0.14568619430065155,0.2570018768310547,0.05879358947277069,0.14857961237430573,0.05794478952884674,0.0993821769952774,0.22708618640899658,0.12438562512397766,0.10735303163528442,0.06970463693141937
environmental_aesthetics,,0.1305793672800064,0.09716622531414032,0.16705702245235443,0.11065802723169327,0.13311867415905,0.11020917445421219,0.1107657328248024,0.09591886401176453,0.1572866141796112,0.14568619430065155,0.23061713576316833,0.08112361282110214,0.20470209419727325,0.05794478952884674,0.0993821769952774,0.22708618640899658,0.12438562512397766,0.07747392356395721,0.06970463693141937
environment_features,0.08485876023769379,,0.10643041878938675,0.1205882877111435,0.24300552904605865,0.07593020051717758,0.11892500519752502,0.1107657328248024,0.09591886401176453,0.1572866141796112,0.14568619430065155,0.23061713576316833,0.1909075826406479,0.17496594786643982,0.11785751581192017,0.0993821769952774,0.15853901207447052,,0.09398414194583893,0.1352120041847229
living_environment,,,0.0603075735270977,0.1205882877111435,0.11065802723169327,0.06450266391038895,0.11031568795442581,0.22008517384529114,,0.1572866141796112,0.14568619430065155,0.23061713576316833,0.05879358947277069,0.11755294352769852,0.05794478952884674,0.0993821769952774,0.1539449542760849,0.15591663122177124,0.09367924183607101,0.06892813742160797
greenspaces,0.09338409453630447,0.23104508221149445,0.07428307086229324,,0.09356330335140228,,0.1439153552055359,0.09802482277154922,0.17901277542114258,0.08866297453641891,0.16511908173561096,0.13477970659732819,0.14016522467136383,0.05236263945698738,0.19721722602844238,0.0899219810962677,0.11156316846609116,0.11271878331899643,0.08423512428998947,0.14522312581539154
environmental_degradation,0.06698952615261078,0.09309493750333786,0.1653011292219162,0.16705702245235443,0.11065802723169327,0.1975177824497223,0.08292614668607712,0.1107657328248024,,0.1572866141796112,0.14568619430065155,0.23061713576316833,0.13937442004680634,0.15367116034030914,0.06011999770998955,0.0993821769952774,0.22708618640899658,0.12438562512397766,0.07747392356395721,0.15637262165546417
environment_factors,0.06654121726751328,,0.06151964142918587,0.1205882877111435,0.12682703137397766,0.060459379106760025,0.1131109744310379,0.1107657328248024,0.09591886401176453,0.1572866141796112,0.14568619430065155,0.26769667863845825,0.13125258684158325,0.19060161709785461,0.05794478952884674,0.0993821769952774,0.10289316624403,0.1543276458978653,,0.06892813742160797
related_air,,0.09963619709014893,0.18777699768543243,0.16429339349269867,,0.0702882930636406,0.14040569961071014,0.17564187943935394,0.22295323014259338,0.31662923097610474,0.08665192872285843,0.08837565779685974,0.10555129498243332,0.20578482747077942,0.15116770565509796,,,,,0.08055587112903595
green_exposure,0.09338409453630447,0.23104508221149445,0.10643041878938675,0.11400527507066727,0.24300552904605865,0.05541687458753586,0.11020917445421219,0.18715032935142517,0.09591886401176453,0.15328943729400635,0.16511908173561096,0.08255887031555176,0.11818486452102661,0.17496594786643982,0.21055831015110016,0.08397897332906723,0.15853901207447052,0.0991412103176117,0.13856256008148193,0.1352120041847229
vegetation_coverage,,0.10651996731758118,0.16887836158275604,0.09273311495780945,0.16593684256076813,0.1202583760023117,0.21573244035243988,0.19985061883926392,0.16004519164562225,0.15703129768371582,0.12522633373737335,0.16134560108184814,0.0710209310054779,0.09306173026561737,,0.1370881348848343,0.1401626169681549,0.1102178692817688,0.05069959536194801,0.12864749133586884
view_green,0.11803886294364929,0.0666024461388588,0.21350522339344025,,0.16262023150920868,0.2326301485300064,0.08711802959442139,0.07922741770744324,0.201302632689476,0.10468687862157822,0.16511908173561096,0.09365644305944443,0.11818486452102661,0.17561693489551544,0.19721722602844238,0.10851316154003143,0.051923904567956924,,0.07747448235750198,0.08066956698894501
environment_assessments,,0.17576630413532257,0.09910859167575836,0.1205882877111435,0.1534108966588974,,0.15491324663162231,0.21944600343704224,0.09591886401176453,0.1666838675737381,0.14568619430065155,0.23061713576316833,0.08112361282110214,0.2174619883298874,0.2449200302362442,0.1008877083659172,0.10289316624403,0.07029765844345093,,0.08350347727537155
human_environment,,0.2638530433177948,0.11992133408784866,0.1205882877111435,0.24300552904605865,0.10892027616500854,0.23931573331356049,0.1107657328248024,0.0818357840180397,0.1572866141796112,0.14568619430065155,0.23061713576316833,0.06403043121099472,0.17496594786643982,0.2174319624900818,0.0993821769952774,0.15853901207447052,0.0734541043639183,0.18481242656707764,0.1352120041847229
green_coverage,0.09338409453630447,0.10651996731758118,0.16887836158275604,0.09273311495780945,0.16593684256076813,0.1202583760023117,0.12021920084953308,0.10677687078714371,,0.09133394062519073,0.16511908173561096,0.07072663307189941,0.11818486452102661,0.09306173026561737,0.19721722602844238,0.08397897332906723,0.1401626169681549,0.07247070223093033,0.1064390018582344,0.08339548856019974
campus_environments,0.21778658032417297,0.23104508221149445,0.21181030571460724,0.1205882877111435,0.24300552904605865,0.10885553061962128,0.11020917445421219,0.22184762358665466,0.09591886401176453,0.1572866141796112,0.1643795669078827,0.23061713576316833,0.11280586570501328,0.1884136199951172,0.07838209718465805,0.0993821769952774,0.18805932998657227,0.13324154913425446,0.1421683430671692,0.1352120041847229
campus_environment,0.21778658032417297,0.23104508221149445,0.21181030571460724,0.1205882877111435,0.24300552904605865,0.10885553061962128,0.11020917445421219,0.22184762358665466,0.09591886401176453,0.1572866141796112,0.1643795669078827,0.23061713576316833,0.11280586570501328,0.17496594786643982,0.07838209718465805,0.0993821769952774,0.15853901207447052,0.13324154913425446,0.11552891135215759,0.1352120041847229
