index,occupant,compact_neighborhoods,housing_factors,citywide,suburbanization_process,urban_planning,urban_area,apartment_building,urban_infrastructure,policy_housing,building_morphology,adaptation_urban,same_neighborhood,neighborhood,neighborhood_social,apartment_residents,urban_sprawl,building_design,young_urban,neighborhood_income,old_city,housing_development,residential_neighborhood,habitat_design,neighborhood_retail,housing_quality,apartment_design,urban_green,urban_forms,effect_housing,cluster_buildings,distance_city,urban_renewal,urban_parks,historic_urban,courtyard_design,housing_communities,city_centre,neighborhood_satisfaction,green_urban,urban_living,neighborhood_characteristics,neighborhood_disorder,neighborhood_level,conventional_buildings,urban_form,neighborhood_environment,urbanization,housing_characteristics,neighborhood_planning,neighbourhood_building,urban_planners,income_neighborhoods,neighborhood_relations,megacity,suburbanization,urban_design,suburban,urban_environment,urban_cities,urban_regeneration,suburban_neighborhoods,new_city,english_housing,new_building,public_housing,urban_life,designer,city_residents,dwell,compact_city,urban_residential,urban_environments,neighborhood_impact,housing_neighborhoods,urban_walking,urbanized,effects_housing,urbanism,urban_density,urban_sites,urban_structure,neurourbanism,city_center,apartment,commodity_housing,exurban_development,facility,personal_housing,urban_settings,building,urban_spaces,urban_greenness,building_occupants,dweller,housing,urban_hukou,company_housing,ses_neighborhoods,neighborhood_built,neighborhood_appreciation
mental_wellbeing,0.1322990506887436,0.2296084612607956,0.2664370536804199,0.1108726039528846,0.1359606385231018,0.1874389201402664,0.114191360771656,0.1619544625282287,0.1144065782427787,0.1330679059028625,0.1326643377542495,0.2839325070381164,0.0979571938514709,0.1072290986776351,0.2729853689670563,0.1710458099842071,0.139590173959732,,0.1691614985466003,0.0923181474208831,0.1828674226999282,,0.112763226032257,0.1966695785522461,0.1029320955276489,0.1078232824802398,0.2039330899715423,0.1220967173576355,0.2012423723936081,0.1924091130495071,0.2963409721851349,0.1803420484066009,0.1682734489440918,0.1093781888484954,0.1231728643178939,0.1360791027545929,0.1250243186950683,,0.1263005286455154,0.0871463567018508,0.1567931473255157,0.0789620727300643,0.1869546025991439,0.0534607321023941,0.1348435282707214,0.1189114823937416,0.1325237601995468,,0.1578182727098465,0.1529877930879593,0.30396768450737,0.079594112932682,0.2079682201147079,0.0660794749855995,0.053025547415018,0.1566272526979446,0.112763687968254,0.0811023116111755,0.0787250623106956,0.1097810789942741,0.2170919626951217,0.0943286046385765,0.18831168115139,0.2235404402017593,,,0.0595744512975215,0.0683409199118614,0.1074618846178054,0.2423041015863418,0.0997470915317535,0.0535143576562404,0.0949888452887535,0.089671716094017,0.1184530332684516,0.1848884373903274,,,,,0.1906871795654297,0.2049285918474197,0.0721197500824928,0.1121669709682464,0.2637573480606079,0.1406270414590835,0.1092448383569717,0.2013798058032989,0.1646088510751724,0.2413341552019119,0.2444000095129013,0.2207119762897491,0.1221726089715957,0.0810790061950683,0.1057170107960701,0.1564458310604095,0.2008273303508758,0.1311569809913635,0.1237185671925544,0.0957093089818954,0.0731876119971275
mental,0.1322990506887436,0.0976345986127853,0.1924870759248733,0.1108726039528846,0.0705290511250495,0.1275013983249664,0.114191360771656,0.1619544625282287,0.1059377491474151,0.1028081476688385,0.1326643377542495,,0.0793346613645553,0.074729636311531,0.0695676058530807,,,,,0.0923181474208831,,,0.112763226032257,0.1966695785522461,0.0576303862035274,,,0.0831899866461753,0.062647208571434,0.1496114134788513,,0.0536052733659744,,,0.0774144828319549,0.1360791027545929,0.1250243186950683,,0.0583060458302497,,0.0745123922824859,,0.061297845095396,,0.0583368577063083,,,,,0.0691883340477943,0.30396768450737,,,0.0660794749855995,,0.1566272526979446,0.052129540592432,,,0.1097810789942741,,0.0943286046385765,0.18831168115139,0.2235404402017593,,,0.0595744512975215,,,0.0961518883705139,0.0885375365614891,0.0535143576562404,0.0539143420755863,,0.0963831096887588,0.1351616382598877,,,,,0.0574260614812374,,,,,0.0651750639081001,0.06671092659235,0.1553545743227005,,,,,,,,,,0.0959984064102172,0.0911145433783531,,
impact_mental,0.1322990506887436,0.0976345986127853,0.1924870759248733,0.1198101043701171,0.2447263598442077,0.1275013983249664,0.114191360771656,0.1619544625282287,0.1059377491474151,0.1127595975995063,0.1941290497779846,0.1223110854625701,0.2773193418979645,0.074729636311531,0.1148227080702781,0.0538863651454448,0.2655551135540008,0.0588827244937419,0.0826711952686309,0.1919417679309845,0.1218057945370674,0.2124921381473541,0.1300325989723205,0.2533433139324188,0.0576303862035274,,0.106778584420681,0.1561434864997863,0.1070477217435836,0.1496114134788513,0.0854116678237915,0.1043193861842155,0.0667660608887672,0.0557239986956119,0.1551771163940429,0.1360791027545929,0.1835123896598816,0.1153412833809852,0.0583060458302497,0.1565609723329544,0.2444131076335907,0.2089128643274307,0.061297845095396,0.1034072414040565,0.1381325423717498,,,0.1589066982269287,0.2099497318267822,0.142410933971405,0.30396768450737,0.099282182753086,0.2167399823665619,0.0660794749855995,,0.1566272526979446,0.1209680065512657,0.0542835593223571,0.1059382855892181,0.1899663656949997,0.1485696882009506,0.1168126985430717,0.18831168115139,0.2235404402017593,,,0.0595744512975215,,0.088858388364315,0.2352623492479324,0.196259468793869,0.1729933321475982,0.1640378534793853,,0.2049685269594192,0.1469632685184478,,0.1802292913198471,0.1782169342041015,0.1215567514300346,0.0641850158572197,,0.1185950860381126,0.0726715177297592,0.0960496068000793,0.0651750639081001,0.06671092659235,0.1553545743227005,0.2063578069210052,,0.0776938050985336,,0.1623843163251876,0.1402296721935272,0.0613606013357639,0.1785794198513031,0.0927876830101013,0.0959984064102172,0.1281380951404571,,
mental_illness,0.1322990506887436,0.0976345986127853,0.1924870759248733,0.1559683829545974,0.0705290511250495,0.1275013983249664,0.1681647151708603,0.1619544625282287,0.1463364660739898,0.1028081476688385,0.1326643377542495,0.0967041105031967,0.0793346613645553,0.1290977746248245,0.0918426513671875,0.1520066261291504,0.1038678288459777,0.2291631549596786,0.1467984765768051,0.0923181474208831,0.0521247461438179,0.1543872207403183,0.112763226032257,0.243302583694458,0.0576303862035274,0.0878553912043571,0.0521494373679161,0.1186770871281623,0.1909928321838379,0.1496114134788513,,0.1585614383220672,,,0.0774144828319549,0.1360791027545929,0.1250243186950683,,0.0583060458302497,,0.0745123922824859,,0.061297845095396,0.1209474131464958,0.2404564917087555,0.1128475591540336,,0.1481223106384277,0.0632079243659973,0.1862286329269409,0.30396768450737,,0.0829856619238853,0.0660794749855995,0.1477686911821365,0.1566272526979446,0.1157674044370651,0.1249296441674232,0.0705708786845207,0.1097810789942741,,0.1358131915330886,0.18831168115139,0.2235404402017593,,,0.0595744512975215,0.0918499082326889,0.1302795559167862,0.1514825522899627,0.0885375365614891,0.254660040140152,0.1242074370384216,,0.0963831096887588,0.1351616382598877,0.1953017860651016,,0.0856595113873481,,0.1564563512802124,0.1455903053283691,0.0678458288311958,0.1055973693728447,0.1088245809078216,0.0651750639081001,0.1111368313431739,0.1553545743227005,0.1619531065225601,0.2891999185085296,,,,0.0813569948077201,,0.0854134559631347,0.2666707336902618,0.1478355675935745,0.1648030579090118,0.1292298138141632,
poor_mental,0.1322990506887436,0.0976345986127853,0.1924870759248733,0.25836181640625,0.2447263598442077,0.1275013983249664,0.114191360771656,0.1619544625282287,0.1059377491474151,0.1028081476688385,0.1326643377542495,,0.1146324425935745,0.1864561736583709,0.0911871120333671,0.1491193920373916,0.1413501054048538,0.1395157724618911,0.1400948166847229,0.1580136865377426,0.1484040021896362,,0.1300325989723205,0.1966695785522461,0.0576303862035274,,,0.1095957309007644,0.062647208571434,0.1496114134788513,,0.0536052733659744,,0.0604800023138523,0.0774144828319549,0.1896855980157852,0.1250243186950683,0.059812743216753,0.202685996890068,,0.2444131076335907,0.1534022539854049,0.061297845095396,0.0888882875442504,0.1087134033441543,0.1057540774345398,0.1697597354650497,0.0792435854673385,,0.0691883340477943,0.30396768450737,0.0585801005363464,0.0521919280290603,0.0786048769950866,,0.1566272526979446,0.2731848061084747,0.1185864061117172,0.0949020758271217,0.1097810789942741,0.1094223782420158,0.0943286046385765,0.18831168115139,0.2235404402017593,0.1108277216553688,0.1627643704414367,0.0595744512975215,0.1603927910327911,0.1808236390352249,0.2352623492479324,0.196259468793869,0.1729933321475982,0.0539143420755863,0.2261362373828888,0.0963831096887588,0.1351616382598877,0.2188557088375091,0.2408846169710159,0.1657097190618515,0.2198292911052703,0.0641850158572197,0.0746037289500236,0.0828709006309509,0.1335414946079254,0.0960496068000793,0.0651750639081001,0.06671092659235,0.1553545743227005,0.1396748274564743,0.2101797759532928,,,0.1748486012220382,0.0713598057627677,0.0810156241059303,,0.0927876830101013,0.1467272639274597,0.1281380951404571,,
feel_healthy,0.1202875301241874,0.0904320329427719,0.1662521958351135,0.2124045640230178,0.142971321940422,0.1305642426013946,0.085871510207653,0.1361276805400848,0.0700053349137306,0.1023927479982376,0.076221652328968,0.2059733420610427,0.1586726903915405,0.1542897671461105,0.1838953644037246,0.1391473412513733,0.0761677548289299,0.071478396654129,0.1904145032167434,0.164225086569786,0.1682597547769546,,,,0.1323671191930771,0.0674720779061317,0.055736131966114,,,0.1296824365854263,0.1946471929550171,0.1736277192831039,,0.1315740495920181,0.1257259547710418,0.1351642906665802,0.0916569530963897,0.2401756644248962,0.1387993693351745,,0.0701144859194755,0.1119489520788192,0.1173973605036735,0.2361618280410766,0.0826642289757728,0.1450969874858856,0.1270799338817596,0.1416858285665512,0.0759533867239952,0.1125134751200676,0.0695811584591865,0.1181074827909469,,0.1489355266094207,0.0642132014036178,0.0514092966914176,0.2205098122358322,0.1414351165294647,0.1015747711062431,,0.1509469300508499,0.2119388282299041,0.1292428821325302,0.1356322914361953,0.0764965116977691,0.1280748099088668,0.0958432033658027,0.1848757266998291,0.226511999964714,0.0957338139414787,,,0.0595888681709766,0.1774746924638748,0.1384399980306625,,0.1618540585041046,,,0.0578402243554592,0.0882831588387489,0.2700304985046386,0.0579062812030315,0.0503117442131042,0.0651245862245559,0.0878637284040451,0.1467769593000412,,0.1127627193927764,0.147238552570343,,0.1551804095506668,0.1583661884069442,,0.1486151665449142,,0.1415727138519287,0.1280484348535537,0.1221302524209022,0.1135927811264991,0.1940004825592041
healthy,0.1202875301241874,0.0904320329427719,,0.1107316613197326,0.142971321940422,0.1305642426013946,0.085871510207653,0.0590023919939994,,,0.076221652328968,0.0783713981509208,0.0856185778975486,0.1542897671461105,0.1465321779251098,,0.0761677548289299,,0.1904145032167434,,0.1682597547769546,,,,0.1086800247430801,0.0674720779061317,0.0516697689890861,,,0.0832168906927108,0.1946471929550171,,,0.1315740495920181,0.1257259547710418,0.1351642906665802,,0.1162698492407798,,,,0.1119489520788192,0.1173973605036735,0.2361618280410766,0.0826642289757728,0.1450969874858856,0.1270799338817596,0.1416858285665512,0.0759533867239952,0.1095883697271347,0.0695811584591865,0.072794996201992,,0.1489355266094207,0.0642132014036178,0.0514092966914176,0.2205098122358322,0.1414351165294647,0.0686398744583129,,0.1509469300508499,0.2119388282299041,,0.1171298548579216,0.0764965116977691,0.1280748099088668,0.0958432033658027,0.1848757266998291,0.226511999964714,0.059024479240179,,,,0.1774746924638748,0.1384399980306625,,,,,0.0578402243554592,0.0793411433696746,,,0.0503117442131042,0.0651245862245559,0.0878637284040451,0.1339061409235,,0.1127627193927764,0.147238552570343,,0.1551804095506668,0.1583661884069442,,0.1486151665449142,,0.1415727138519287,,0.1221302524209022,0.0797878578305244,0.1499064117670059
mood,0.080874428153038,,,,,,,,,0.0861522555351257,,0.068885214626789,0.0865578800439834,,0.1041592583060264,,0.066962219774723,,,,,,,,,,,,,,,,,,,,,,,,,0.0521937757730484,,,,,0.1401845663785934,,,,0.0676738694310188,,0.0929678305983543,,0.0780147165060043,0.1273016482591629,0.0830915495753288,0.1327603459358215,0.0635372176766395,,0.0814193338155746,0.0801688209176063,0.1010551527142524,0.1374955773353576,0.1464790552854538,0.1012073755264282,,0.0740100666880607,0.0911755040287971,0.0732188448309898,,0.1941756755113601,,,0.1249284818768501,,,,0.0606685616075992,0.0757871121168136,,,,,,0.1511436551809311,0.204904019832611,,0.0571893826127052,,,0.0582599155604839,,,,,0.1307375878095626,,0.1483565270900726,0.1546163111925125,0.114656887948513
mood_disturbance,0.080874428153038,0.103359155356884,0.1204917505383491,0.1312747746706009,0.0580970123410224,0.094606302678585,,0.1098440960049629,0.1513965278863906,0.1460361033678054,0.0794176086783409,0.0967041105031967,0.097434788942337,0.102442592382431,0.1573605388402938,0.1115570142865181,0.1038678288459777,0.2291631549596786,0.1467984765768051,0.1093419045209884,0.2390135526657104,0.0926626697182655,0.0964011326432228,0.243302583694458,0.0913709104061126,0.107667475938797,0.0602038688957691,0.1186770871281623,0.2039007097482681,,,0.0985717847943306,0.1180919781327247,0.0523663125932216,0.1224384754896164,,,0.1006651818752288,0.0662093982100486,0.0828062295913696,0.0730424299836158,0.1155565083026886,0.3609497249126434,0.1774603724479675,0.2404564917087555,0.1128475591540336,0.1401845663785934,0.1077995970845222,0.1089155822992324,0.1910405308008194,0.0676738694310188,0.1139282882213592,0.0929678305983543,,0.142384722828865,0.1273016482591629,0.0830915495753288,0.1327603459358215,0.2182058990001678,0.1463319957256317,0.0814193338155746,0.0801688209176063,0.1010551527142524,0.1730838119983673,0.1464790552854538,0.1012073755264282,0.1507287472486496,0.0740100666880607,0.1147454977035522,0.0732188448309898,,0.1941756755113601,,,0.1249284818768501,0.1270415633916854,,0.1996714174747467,0.1060316413640976,0.0757871121168136,0.1976638734340667,0.1455903053283691,,0.1850402802228927,0.1088245809078216,0.1511436551809311,0.2352104038000106,0.1863493621349334,0.1956084966659546,0.2891999185085296,0.0846123620867729,0.0582599155604839,0.12746661901474,,0.135887786746025,0.1064051315188407,0.1307375878095626,0.0730011165142059,0.1483565270900726,0.1615245342254638,0.114656887948513
subjective_well,,0.103359155356884,0.1204917505383491,0.266565203666687,0.0649429783225059,0.1126921772956848,0.1192396804690361,0.1282931566238403,0.1463364660739898,0.1460361033678054,0.0959900319576263,0.0967041105031967,0.1059920415282249,0.0635615587234497,0.1520681232213974,0.1710458099842071,0.139590173959732,0.2291631549596786,0.2591345906257629,0.1204046010971069,0.2390135526657104,0.0926626697182655,0.0964011326432228,0.243302583694458,0.1350549757480621,0.1127822622656822,0.2039330899715423,0.1186770871281623,0.2039007097482681,0.1924091130495071,0.1417339295148849,0.162422776222229,0.1325607001781463,0.0728642642498016,0.22120201587677,0.1404648423194885,,,0.1668879240751266,0.2191552072763443,0.1223293915390968,0.1043088808655738,0.1144028529524803,0.1015298217535018,0.2404564917087555,0.1189114823937416,0.1325237601995468,0.2138324379920959,0.1641124784946441,0.1910405308008194,0.1493527740240097,0.0596430115401744,0.1608773022890091,0.1041115075349807,0.053025547415018,0.1876002848148346,0.0655967444181442,,0.2176579087972641,0.1034032851457595,0.1252708584070205,0.0545258074998855,0.0896434485912323,0.1311679184436798,0.0683013871312141,0.101363830268383,0.1507287472486496,0.1017264500260353,0.1913263201713562,0.2423041015863418,,,0.0509225353598594,0.1475118994712829,0.1876616328954696,0.1653070300817489,0.1293917447328567,0.0852893739938736,0.1277485191822052,0.0823355764150619,0.1906871795654297,0.1455903053283691,,0.1850402802228927,0.1088245809078216,0.0682874247431755,0.1966128647327423,0.1863493621349334,0.1838811933994293,0.2891999185085296,0.1916064769029617,0.0515508241951465,0.1881054192781448,0.0753373205661773,0.135887786746025,0.1421079039573669,0.1702219396829605,0.2639295160770416,0.1218647807836532,0.1615245342254638,0.087672546505928
psychological_restoration,0.1864069402217865,0.1080584302544593,0.1930132806301117,0.1857478320598602,0.2447263598442077,0.1258520632982254,0.1494444012641906,0.1098440960049629,0.1463364660739898,,0.1187155991792678,0.2103347927331924,0.1943969279527664,0.3011546432971954,0.1960885524749755,0.1462841480970382,0.1383550465106964,0.2291631549596786,0.1467984765768051,0.2415506243705749,0.1333546191453933,0.1257981956005096,0.1300325989723205,0.243302583694458,0.1741832345724105,0.1126135364174842,0.1172171682119369,0.1485590785741806,0.1909928321838379,0.1065954193472862,0.1109507009387016,0.0854525938630104,0.1252956688404083,0.0687798261642456,0.0748835653066635,0.1183405444025993,0.1181647107005119,0.1075786054134368,0.078394778072834,0.1263687312602996,0.2444131076335907,0.1534022539854049,0.1740612238645553,0.1234763637185096,0.2404564917087555,0.2004373520612716,0.0676664635539054,0.1346770972013473,0.1186360642313957,0.1862286329269409,0.1261099576950073,0.1592017859220504,0.0829856619238853,0.1708741337060928,0.1367199867963791,0.1494219750165939,0.1210920587182045,0.1905731856822967,0.0906441286206245,0.1118423268198967,0.2883710265159607,0.240938514471054,0.0923894867300987,0.1358618885278701,0.1924960166215896,0.136597454547882,0.2539927065372467,0.1591357141733169,0.1147454977035522,0.2352623492479324,0.196259468793869,0.2169483304023742,0.2813017666339874,0.1512347161769867,0.0730579793453216,0.10360699146986,0.1734675914049148,0.1802292913198471,0.1018319502472877,0.1160107254981994,0.1931012123823166,0.1716278493404388,0.1015656739473342,0.2916545867919922,0.1088245809078216,0.0900190621614456,0.1111368313431739,0.1566196084022522,0.1619531065225601,0.2891999185085296,0.0635077357292175,0.1601946353912353,0.1255327463150024,0.1770327240228653,0.1652407050132751,0.2063464820384979,0.2229059040546417,0.1695149093866348,0.1281380951404571,0.1442928165197372,0.1487675160169601
mental_well,0.1322990506887436,0.0976345986127853,0.1924870759248733,0.1108726039528846,0.1359606385231018,0.1275013983249664,0.114191360771656,0.1619544625282287,0.1059377491474151,0.1330679059028625,0.1326643377542495,,0.0818582475185394,0.074729636311531,0.0695676058530807,0.1710458099842071,0.139590173959732,,0.1691614985466003,0.0923181474208831,0.181679829955101,,0.112763226032257,0.1966695785522461,0.0587447397410869,,0.2039330899715423,0.1220967173576355,0.2012423723936081,0.1924091130495071,0.2963409721851349,0.1803420484066009,0.1682734489440918,0.0635192021727562,0.0774144828319549,0.1360791027545929,0.1250243186950683,,0.0583060458302497,0.0871463567018508,0.1223293915390968,0.0789620727300643,0.0754416063427925,0.0534607321023941,0.0583368577063083,0.1189114823937416,0.1325237601995468,,0.0918164253234863,0.0691883340477943,0.30396768450737,,0.0933723896741867,0.0660794749855995,0.053025547415018,0.1566272526979446,0.112763687968254,,,0.1097810789942741,0.1252708584070205,0.0943286046385765,0.18831168115139,0.2235404402017593,,,0.0595744512975215,0.0683409199118614,0.0506770350039005,0.2423041015863418,0.0885375365614891,0.0535143576562404,0.0539143420755863,0.089671716094017,0.0963831096887588,0.1351616382598877,,,,,0.1906871795654297,,0.0662101730704307,0.1121669709682464,,0.1406270414590835,0.1092448383569717,0.1553545743227005,0.1646088510751724,0.2413341552019119,0.102959856390953,,0.1221726089715957,0.0670050978660583,0.0659647360444068,0.1564458310604095,0.0705118551850318,0.0959984064102172,0.1237185671925544,0.0957093089818954,0.0731876119971275
human_health,0.1202875301241874,0.103359155356884,0.163353145122528,0.1312747746706009,0.1543590277433395,0.1891249567270279,0.2161071896553039,0.0590023919939994,,0.1460361033678054,0.0794176086783409,0.0578864142298698,0.0883612930774688,0.1542897671461105,0.1520681232213974,0.1115570142865181,0.3218016922473907,0.1351009160280227,0.1585569381713867,0.1093419045209884,0.2820860147476196,0.0824528113007545,0.0964011326432228,0.0890291109681129,0.1086800247430801,0.0674720779061317,0.1218432933092117,,0.2039007097482681,0.0703636482357978,0.1946471929550171,0.0595985539257526,0.1180919781327247,0.1315740495920181,0.1257259547710418,0.0785952433943748,0.0971165150403976,0.1162698492407798,0.0968856513500213,0.1824804991483688,0.1185420230031013,0.1693824976682663,0.1144028529524803,0.2361618280410766,0.0826642289757728,0.1450969874858856,0.1270799338817596,0.2237675189971923,,0.1910405308008194,0.0800007805228233,,0.0647056326270103,0.1489355266094207,0.0523695014417171,0.0514092966914176,0.1216064319014549,0.1129913181066513,0.0686398744583129,0.0972675010561943,0.1509469300508499,,,0.1335595399141311,0.0764965116977691,0.0785373300313949,0.1507287472486496,0.1335760504007339,0.1259950995445251,0.059024479240179,,0.075362928211689,0.0720711722970008,0.1774746924638748,0.1273748874664306,0.1270415633916854,0.1265738010406494,0.1274594217538833,0.1060316413640976,0.0578402243554592,0.143627643585205,,0.160628080368042,0.1850402802228927,0.0651245862245559,,0.1339061409235,0.1863493621349334,0.1930573880672454,0.147238552570343,0.0846123620867729,0.1551804095506668,0.0788173973560333,0.2236974388360977,0.135887786746025,0.1064051315188407,0.0540889166295528,0.084231786429882,0.1221302524209022,0.1615245342254638,0.0609605982899665
health_promoting,0.1202875301241874,0.2296084612607956,0.2664370536804199,0.1494618952274322,0.2447263598442077,0.1874389201402664,0.085871510207653,0.0711243525147438,0.1289963126182556,,0.0922300517559051,0.0657390430569648,0.1146324425935745,0.1542897671461105,0.1465321779251098,0.139132872223854,0.1711169481277465,0.2018013894557953,0.2404608875513076,0.1341166049242019,0.1828674226999282,0.0893496349453926,0.1300325989723205,0.1848511397838592,0.1086800247430801,0.0876560136675834,0.0806840658187866,0.1031946837902069,0.0840716287493705,0.0956190153956413,0.1946471929550171,0.1178662553429603,0.1026105135679245,0.1315740495920181,0.1257259547710418,0.1097688004374504,0.1024996638298034,0.1563578844070434,0.2902386486530304,0.2446322739124298,0.2444131076335907,0.1534022539854049,0.2173820286989212,0.2361618280410766,0.1213616505265235,0.2026067376136779,0.1270799338817596,0.1909466236829757,0.0881091579794883,0.1796647906303405,0.1869320422410965,0.2006397545337677,0.13176329433918,0.1489355266094207,0.1190753281116485,0.1238644570112228,0.1216064319014549,0.1547834128141403,0.1934777200222015,0.1247264072299003,0.2170919626951217,0.1649835258722305,,0.109224647283554,0.1668784171342849,0.0785373300313949,0.1441524475812912,0.1335760504007339,0.1704896241426468,0.2352623492479324,0.196259468793869,0.1729933321475982,0.1822335124015808,0.1774746924638748,0.1167683526873588,0.1238862425088882,0.0572510100901126,0.1802292913198471,,0.0578402243554592,0.0793411433696746,0.1681398004293441,0.1332850605249405,0.1383630931377411,0.1470377892255783,0.0790953561663627,0.1339061409235,0.118706539273262,0.1127627193927764,0.1796814352273941,,0.1551804095506668,0.0971172824501991,0.1796526163816452,0.1057170107960701,0.1547556221485138,0.1226153448224067,0.1698708236217498,0.1281380951404571,0.1899184584617614,0.0609605982899665
geriatric_depression,0.0918824076652526,0.1277253627777099,0.058577723801136,0.0800574198365211,0.2447263598442077,0.1404941231012344,,0.1098440960049629,0.1463364660739898,0.0951286107301712,0.1286603808403015,0.0967041105031967,0.1197345331311225,,0.0864434167742729,0.2330434173345565,0.1383550465106964,0.2291631549596786,0.1467984765768051,0.1262412667274475,0.0521247461438179,0.0926626697182655,0.1300325989723205,0.243302583694458,0.1704054325819015,,0.1280223280191421,0.1278247982263565,0.1909928321838379,0.0956190153956413,0.1057214140892028,,0.0566120743751525,0.1535850912332534,0.1173839643597602,0.0939738228917121,0.1550334393978119,0.059812743216753,,0.0557423941791057,0.2444131076335907,0.1534022539854049,0.1237871944904327,0.1015298217535018,0.2404564917087555,0.1378874778747558,,0.0670410096645355,0.0632079243659973,0.1862286329269409,0.1261099576950073,,0.0829856619238853,0.0667911544442176,0.1190753281116485,0.1238644570112228,0.0691844671964645,0.168621614575386,0.1934777200222015,0.1247264072299003,0.1675841808319091,0.1649835258722305,,,,,0.0919993743300437,0.0790316835045814,0.1147454977035522,0.2352623492479324,0.196259468793869,0.1729933321475982,,0.061169009655714,0.1393478214740753,0.1200466230511665,0.1523934453725814,0.1802292913198471,0.1307740211486816,0.0515750348567962,0.0641850158572197,0.1681398004293441,0.1332850605249405,0.1233158782124519,0.111304186284542,0.0790953561663627,0.1190394237637519,0.118706539273262,0.1619531065225601,0.2891999185085296,,,,,,,0.1226153448224067,,0.1281380951404571,0.1042192354798317,0.1372736692428589
psychophysiological_wellbeing,0.2712884843349457,0.3838887810707092,0.2664370536804199,0.1219616085290908,0.2447263598442077,0.1874389201402664,0.1494444012641906,0.1098440960049629,0.1463364660739898,0.064679704606533,0.0922300517559051,0.2839325070381164,0.1943969279527664,0.3011546432971954,0.2729853689670563,0.1710458099842071,0.139590173959732,0.2291631549596786,0.1691614985466003,0.1637182235717773,0.1828674226999282,0.0926626697182655,0.1430874764919281,0.243302583694458,0.1029320955276489,0.0876560136675834,0.2039330899715423,0.1186770871281623,0.2012423723936081,0.1924091130495071,0.0641154572367668,0.162422776222229,0.1026105135679245,,0.1264213323593139,0.1006287336349487,0.2832778692245483,0.1232496947050094,0.1480291038751602,0.2557535767555237,0.2444131076335907,0.1712279170751571,0.1869546025991439,0.1015298217535018,0.2404564917087555,0.2004373520612716,0.1355789601802826,0.1346770972013473,0.1578182727098465,0.1862286329269409,0.1261099576950073,0.0824135616421699,0.2079682201147079,0.1708741337060928,0.0679200366139411,0.1238644570112228,0.1503373831510543,0.0767711326479911,0.1248994618654251,0.1878513991832733,0.2883710265159607,0.240938514471054,0.0923894867300987,0.1358618885278701,0.1633097678422927,,0.2539927065372467,,0.1147454977035522,0.2423041015863418,0.196259468793869,0.1729933321475982,0.165880873799324,0.1114788278937339,0.1304703801870346,0.0857156440615654,0.1531495302915573,0.1802292913198471,0.1578924655914306,0.1175421401858329,0.2176266759634018,0.2049285918474197,0.121171697974205,0.1121669709682464,0.2637573480606079,0.0612184703350067,0.2721570432186126,0.1566196084022522,0.1646088510751724,0.2891999185085296,,0.1601946353912353,0.1221726089715957,,0.1652407050132751,0.2063464820384979,0.2008273303508758,0.1311569809913635,0.1983487159013748,0.1442928165197372,0.0914305299520492
health_promotion,0.1202875301241874,0.0936498269438743,0.1592422723770141,0.1107316613197326,0.2447263598442077,0.1305642426013946,0.0879104658961296,0.1397996395826339,0.1289963126182556,,0.076221652328968,0.0578864142298698,0.1146324425935745,0.1542897671461105,0.1465321779251098,0.0538863651454448,0.1711169481277465,0.0925206989049911,0.0847673788666725,0.1262412667274475,0.1682597547769546,,0.1300325989723205,0.1848511397838592,0.1086800247430801,0.0674720779061317,0.0806840658187866,0.1031946837902069,0.0879607498645782,0.0956190153956413,0.1946471929550171,0.1778541505336761,0.260932594537735,0.1315740495920181,0.1257259547710418,0.105493776500225,0.2405025511980056,0.1563578844070434,0.2902386486530304,0.1169946417212486,0.2444131076335907,0.1534022539854049,0.1237871944904327,0.2361618280410766,0.1213616505265235,0.2026067376136779,0.1270799338817596,0.1416858285665512,0.1593913286924362,0.1434791833162307,0.1869320422410965,0.0854089334607124,0.1029448732733726,0.1489355266094207,0.122083380818367,0.1426358968019485,0.1216064319014549,0.1261537969112396,0.1934777200222015,0.1247264072299003,0.1675841808319091,0.1649835258722305,,0.1436555981636047,0.090588130056858,0.1457432508468628,0.1003623157739639,0.1335760504007339,0.1704896241426468,0.2352623492479324,0.196259468793869,0.1729933321475982,0.1631744652986526,0.1774746924638748,0.1167683526873588,0.1862107366323471,0.0572510100901126,0.3154874444007873,0.1026984751224517,0.1309028267860412,0.1464712023735046,0.1681398004293441,0.1332850605249405,0.1383630931377411,0.1470377892255783,0.1014031395316124,0.1339061409235,0.118706539273262,0.1127627193927764,0.1796814352273941,,0.1551804095506668,0.0971172824501991,0.1345050185918808,,0.1547556221485138,0.1226153448224067,0.1146615967154502,0.1281380951404571,0.2386220246553421,0.0950932949781417
