index,physiological_measures,perception_quality,rating,quality_life,inequality,productivity,quality,policy_performance,measurement,performance_buildings,measure,comparison,evaluation,swb_measures,performancebased,resilient_performance,assessment,performance,indicator,sleep_quality
environment_specific,0.0993821769952774,0.0579447895288467,0.1106580272316932,0.1572866141796112,0.1456861943006515,0.0631732791662216,0.2310450822114944,0.0770213752985,0.1161268576979637,0.0628145560622215,0.1205882877111435,0.1005356311798095,0.1102091744542121,0.2306171357631683,0.1511916071176529,0.0979716703295707,0.1014228984713554,0.1439859867095947,0.1107657328248024,0.0959188640117645
technological_environmental,0.1311309784650802,0.1252963542938232,0.1106580272316932,0.1572866141796112,0.1630815863609314,,0.135786771774292,0.0697046369314193,0.1161268576979637,0.2244898527860641,0.1670570224523544,0.0745240449905395,0.1096299067139625,0.2306171357631683,0.2270861864089965,0.1243856251239776,0.1447522044181823,0.2110560983419418,0.1107657328248024,
technologicalenvironmental,0.1311309784650802,0.1252963542938232,0.1106580272316932,0.2603342235088348,0.1630815863609314,,0.135786771774292,0.0697046369314193,0.1161268576979637,0.2244898527860641,0.1670570224523544,0.1581946462392807,0.1096299067139625,0.2306171357631683,0.2270861864089965,0.1243856251239776,0.1447522044181823,0.1278904527425766,0.1107657328248024,
human_environmental,0.0993821769952774,0.2174319624900818,0.2430055290460586,0.1572866141796112,0.1456861943006515,0.241450086236,0.2638530433177948,0.1352120041847229,0.1749659478664398,0.1848124265670776,0.1670570224523544,0.1199213340878486,0.2393157333135604,0.2306171357631683,0.2270861864089965,0.2226763367652893,0.0640304312109947,0.1089202761650085,0.1107657328248024,0.0818357840180397
retail_environment,0.0993821769952774,0.0678083151578903,0.1106580272316932,0.1572866141796112,0.1456861943006515,,,0.0689281374216079,0.1161268576979637,0.2041257619857788,0.1205882877111435,0.0603075735270977,,0.2306171357631683,0.1399162113666534,,0.0587935894727706,0.1707531511783599,0.1107657328248024,0.1073488742113113
environment_aspects,0.0993821769952774,0.0779526978731155,0.1316378712654113,0.1572866141796112,0.1651453226804733,,0.2310450822114944,0.2163468897342682,0.1433047503232956,,0.1205882877111435,0.1911652535200119,0.1102091744542121,0.2306171357631683,0.10289316624403,0.0511420108377933,0.1671702563762664,,0.1107657328248024,0.0959188640117645
greenery_sky,0.0839789733290672,0.1972172260284423,,0.0886629745364189,0.1789488643407821,0.1204360350966453,0.0666024461388588,0.1642456501722335,0.0710964351892471,0.1238202005624771,0.0695977658033371,0.125265821814537,0.1102091744542121,,,0.0799344778060913,0.1181848645210266,,0.0792274177074432,0.0959188640117645
environmental_category,0.0993821769952774,0.2501134574413299,0.2597994804382324,0.2070045620203018,0.1456861943006515,,0.0515967942774295,0.0759899839758873,0.1161268576979637,0.1136203706264495,0.1670570224523544,0.0938283950090408,0.0829261466860771,0.2306171357631683,0.2270861864089965,0.1243856251239776,0.0587935894727706,0.0710093677043914,0.1107657328248024,
climate,,,,,,0.1207688599824905,0.1883684992790222,,,,,,,0.0834759697318077,,,,,0.1042985618114471,
environmental_factors,0.0993821769952774,0.0579447895288467,0.1268270313739776,0.1572866141796112,0.1456861943006515,0.0665412172675132,,0.1397376507520675,0.1906016170978546,0.0774739235639572,0.1670570224523544,0.0615196414291858,0.1131109744310379,0.2676966786384582,0.2270861864089965,0.1543276458978653,0.1312525868415832,0.0710093677043914,0.1107657328248024,0.0959188640117645
stagnant_air,0.0941075384616851,0.1044299229979515,,0.1635843217372894,0.0747687444090843,0.114995926618576,0.2427112758159637,,,,0.2970175743103027,0.0615196414291858,0.1102091744542121,0.0668476447463035,,0.1036550179123878,0.0826861411333084,0.0702882930636406,,0.0996765345335006
environment_design,0.2526793181896209,0.1195771247148513,0.168624609708786,0.1572866141796112,0.1456861943006515,0.0901591405272483,0.0984029471874237,0.0986029207706451,0.1161268576979637,0.1037388518452644,0.1278163641691208,0.1292106062173843,0.2439169436693191,0.2306171357631683,0.10289316624403,,0.1382379233837127,0.2475562691688537,0.1107657328248024,0.0959188640117645
environment_physical,0.0993821769952774,0.0579447895288467,0.1106580272316932,0.1572866141796112,0.1456861943006515,0.1472358107566833,0.2310450822114944,0.1344802379608154,0.1161268576979637,,0.1205882877111435,0.0646905228495597,0.1102091744542121,0.2306171357631683,0.10289316624403,0.2425949424505233,0.2352044284343719,,0.1107657328248024,0.0959188640117645
overall_environmental,0.0993821769952774,0.0579447895288467,0.1106580272316932,0.1572866141796112,0.1456861943006515,,0.0852072387933731,0.0697046369314193,0.1485796123743057,0.1073530316352844,0.1670570224523544,0.1732749938964843,0.2483971863985061,0.2570018768310547,0.2270861864089965,0.1243856251239776,0.0587935894727706,0.0710093677043914,0.1107657328248024,0.0835169330239296
environmental_aesthetics,0.0993821769952774,0.0579447895288467,0.1106580272316932,0.1572866141796112,0.1456861943006515,,0.1305793672800064,0.0697046369314193,0.2047020941972732,0.0774739235639572,0.1670570224523544,0.0971662253141403,0.1102091744542121,0.2306171357631683,0.2270861864089965,0.1243856251239776,0.0811236128211021,0.13311867415905,0.1107657328248024,0.0959188640117645
environment_features,0.0993821769952774,0.1178575158119201,0.2430055290460586,0.1572866141796112,0.1456861943006515,0.0848587602376937,,0.1352120041847229,0.1749659478664398,0.0939841419458389,0.1205882877111435,0.1064304187893867,0.118925005197525,0.2306171357631683,0.1585390120744705,,0.1909075826406479,0.0759302005171775,0.1107657328248024,0.0959188640117645
living_environment,0.0993821769952774,0.0579447895288467,0.1106580272316932,0.1572866141796112,0.1456861943006515,,,0.0689281374216079,0.1175529435276985,0.093679241836071,0.1205882877111435,0.0603075735270977,0.1103156879544258,0.2306171357631683,0.1539449542760849,0.1559166312217712,0.0587935894727706,0.0645026639103889,0.2200851738452911,
greenspaces,0.0899219810962677,0.1972172260284423,0.0935633033514022,0.0886629745364189,0.1651190817356109,0.0933840945363044,0.2310450822114944,0.1452231258153915,0.0523626394569873,0.0842351242899894,,0.0742830708622932,0.1439153552055359,0.1347797065973281,0.1115631684660911,0.1127187833189964,0.1401652246713638,,0.0980248227715492,0.1790127754211425
environmental_degradation,0.0993821769952774,0.0601199977099895,0.1106580272316932,0.1572866141796112,0.1456861943006515,0.0669895261526107,0.0930949375033378,0.1563726216554641,0.1536711603403091,0.0774739235639572,0.1670570224523544,0.1653011292219162,0.0829261466860771,0.2306171357631683,0.2270861864089965,0.1243856251239776,0.1393744200468063,0.1975177824497223,0.1107657328248024,
environment_factors,0.0993821769952774,0.0579447895288467,0.1268270313739776,0.1572866141796112,0.1456861943006515,0.0665412172675132,,0.0689281374216079,0.1906016170978546,,0.1205882877111435,0.0615196414291858,0.1131109744310379,0.2676966786384582,0.10289316624403,0.1543276458978653,0.1312525868415832,0.06045937910676,0.1107657328248024,0.0959188640117645
related_air,,0.1511677056550979,,0.3166292309761047,0.0866519287228584,,0.0996361970901489,0.0805558711290359,0.2057848274707794,,0.1642933934926986,0.1877769976854324,0.1404056996107101,0.0883756577968597,,,0.1055512949824333,0.0702882930636406,0.1756418794393539,0.2229532301425933
green_exposure,0.0839789733290672,0.2105583101511001,0.2430055290460586,0.1532894372940063,0.1651190817356109,0.0933840945363044,0.2310450822114944,0.1352120041847229,0.1749659478664398,0.1385625600814819,0.1140052750706672,0.1064304187893867,0.1102091744542121,0.0825588703155517,0.1585390120744705,0.0991412103176117,0.1181848645210266,0.0554168745875358,0.1871503293514251,0.0959188640117645
vegetation_coverage,0.1370881348848343,,0.1659368425607681,0.1570312976837158,0.1252263337373733,,0.1065199673175811,0.1286474913358688,0.0930617302656173,0.050699595361948,0.0927331149578094,0.168878361582756,0.2157324403524398,0.1613456010818481,0.1401626169681549,0.1102178692817688,0.0710209310054779,0.1202583760023117,0.1998506188392639,0.1600451916456222
view_green,0.1085131615400314,0.1972172260284423,0.1626202315092086,0.1046868786215782,0.1651190817356109,0.1180388629436492,0.0666024461388588,0.080669566988945,0.1756169348955154,0.0774744823575019,,0.2135052233934402,0.0871180295944213,0.0936564430594444,0.0519239045679569,,0.1181848645210266,0.2326301485300064,0.0792274177074432,0.201302632689476
environment_assessments,0.1008877083659172,0.2449200302362442,0.1534108966588974,0.1666838675737381,0.1456861943006515,,0.1757663041353225,0.0835034772753715,0.2174619883298874,,0.1205882877111435,0.0991085916757583,0.1549132466316223,0.2306171357631683,0.10289316624403,0.0702976584434509,0.0811236128211021,,0.2194460034370422,0.0959188640117645
human_environment,0.0993821769952774,0.2174319624900818,0.2430055290460586,0.1572866141796112,0.1456861943006515,,0.2638530433177948,0.1352120041847229,0.1749659478664398,0.1848124265670776,0.1205882877111435,0.1199213340878486,0.2393157333135604,0.2306171357631683,0.1585390120744705,0.0734541043639183,0.0640304312109947,0.1089202761650085,0.1107657328248024,0.0818357840180397
green_coverage,0.0839789733290672,0.1972172260284423,0.1659368425607681,0.0913339406251907,0.1651190817356109,0.0933840945363044,0.1065199673175811,0.0833954885601997,0.0930617302656173,0.1064390018582344,0.0927331149578094,0.168878361582756,0.120219200849533,0.0707266330718994,0.1401626169681549,0.0724707022309303,0.1181848645210266,0.1202583760023117,0.1067768707871437,
campus_environments,0.0993821769952774,0.078382097184658,0.2430055290460586,0.1572866141796112,0.1643795669078827,0.2177865803241729,0.2310450822114944,0.1352120041847229,0.1884136199951172,0.1421683430671692,0.1205882877111435,0.2118103057146072,0.1102091744542121,0.2306171357631683,0.1880593299865722,0.1332415491342544,0.1128058657050132,0.1088555306196212,0.2218476235866546,0.0959188640117645
campus_environment,0.0993821769952774,0.078382097184658,0.2430055290460586,0.1572866141796112,0.1643795669078827,0.2177865803241729,0.2310450822114944,0.1352120041847229,0.1749659478664398,0.1155289113521575,0.1205882877111435,0.2118103057146072,0.1102091744542121,0.2306171357631683,0.1585390120744705,0.1332415491342544,0.1128058657050132,0.1088555306196212,0.2218476235866546,0.0959188640117645
